Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;;
A180BZHVJIRWBZ;972683275;James Mac;[0, 0];"Very well made, strong mount the only problem I have is the instructions are very poorly written or detailed. Pictures do not distinguish between Stud mount and concrete. Also the instructions do not tell you the size of the included boltsFor those of you who have never worked in the home building industry wall studs are usually 1.5 inches wide so this mount only requires 2 lag bolts in the middle holes to secure it to the wall to support a 23 lb TV. The four outboard holes on the wall mount are 1.3\ apart so don't try to use them in a wall stud measuring 1.5\"" wide.Helpful hint: I have help install at least 6 other wall mounts because of family or friends so I cannot say that I am an expert but my suggestion is to drill pilot holes which the instructions do not tell you to do.After comparing the instructions on this unit to others I have installed I still must say that the pictures should have a lot more detail. Some complain that the back plate was too big for the TV they used but it's fits perfect on theLG 32LK450 32-Inch 1080p 60Hz LCD HDTVI am using it on.Works perfectly for the area of the room I am using it in which allows me to rearrange the room without the need to move the TV.""";4.0;Very well made, strong mount.;1319241600;10 22, 2011;;
A181ZV0355JPY6;972683275;John Marsh;[0, 0];"Always a little hesitant about buying something like this sight unseen.  After reading the reviews I decided to give it a try.  I was very pleasantly surprised. The stand was very heavy duty and installed easily. The HDMI cable that came with unit was a high quality gold tipped cable that works perfectly. The same cable was about $20 at target. This mount worked perfect to mount my 32\ LCD TV in a wall corner location. This and the similar Units on Amazon are a fraction of the cost from local retailers and are just as good if not better. I would recommend this to anyone in need of a TV stand.""";5.0;Great Product;1322092800;11 24, 2011;;
A18BV86D2IV4KH;972683275;John;[0, 0];The mount purchased fit my tv perfectly and was easy to install. I would get another one when it comes time to mount another tv.;5.0;VideoSecu Swing Arm;1356566400;12 27, 2012;;
A18FTRFQQ141CP;972683275;ela92;[0, 0];VERY HAPPY, it looks great, I'm so happy we got it. Holds good, it is a lil hard to get it to the wall. Other then that its fine I love how we have more room in our room. My husband is so happy I ordered this, it only cost us $28 free shipping and FAST(: VERY THANKFUL TO THE SELLER.;5.0;SAMSUNG 32in PLASMA(: DOES THE WORK FOR US ( FAST SHIPPING!!!!!!!!);1332028800;03 18, 2012;;
A18L76V7IM7RAI;972683275;Sarah;[0, 0];Great price and was super easy to install!  I am glad we found it before spending hundreds on a different wall mount.  This worked perfectly!;5.0;Great price;1367193600;04 29, 2013;;
A18SGGRTJKKHR3;972683275;Amazon Customer;[0, 0];The only thing going for this item is the price.  Three of the hinge bolts had rust in it.  The arm comes apart at one of the hinges so you mount the bracket to the wall and the other bracket to the TV and then hang the TV back onto the hinge.  I had to struggle a bit to get the TV angle just right since there was quite a bit of binding between the hinge pin and the sleeve.  I couldn't free the TV either and reposition myself due to the binding.  Eventually, I powered through it and got the sleeve seated on the pin.  For a little of $20 for the mount, I'm not complaining too much though so I give it an average rating.;3.0;Rusty parts, hard to mount, leans a bit from the weight of the TV;1317168000;09 28, 2011;;
A18UFW42IIXMVU;972683275;RVMAN;[0, 0];EXCEPTIONAL QUALITY, Best deal you can get for a TV mount. This is the second one I've purchased and it saved me at least a $80.;5.0;BEST DEAL YOU CAN GET FOR JUST ABOUT ANY TV!!!;1386115200;12 4, 2013;;
A18YDKJ6MLVYZL;972683275;MOMh;[3, 4];I found this to be a good product for the price.  If you need a nice, light weight mount, this is a good way to go.  Easy to install.;4.0;Good mount for the price;1287273600;10 17, 2010;;
A1980MGZXSGJP;972683275;"Captain \Captain America\""""";[0, 0];Works like a charm! Lies flat on the wall when I want it too and pulls out and swivels like a charm when I need it too!The instructions call for it to be mounted into a stud in the wall, however mine is mounted directly into the drywall using heavy duty anchors and it works perfect as well! This is a great product for an amazing price!;5.0;Great product for a great price!;1361059200;02 17, 2013;;
A19A4GQJW67VOD;972683275;Jeff Larson;[0, 0];Well constructed, clear instructions and it ships with MANY different combinations of screws/adaptors for all televisions.  Was able to install/mount in 15 minutes.;5.0;Excellent product;1373155200;07 7, 2013;;
A19FCOXA6VVR9Z;972683275;STFlow;[0, 0];This is the second VideoSecu product I have ordered. They are rock-solid, and with the range of fasteners and extra hardware they include in the package, it's hard to imagine any speaker or TV that these systems won't fit.;5.0;He Shoots, He Scores;1322611200;11 30, 2011;;
A19H6TQ0NFXKVT;972683275;Stephen Bruder;[0, 0];my tv! Couldn't ask for more. Thanks. These reviews require too many words. I could have said what I meant in three.;5.0;Holds...;1388188800;12 28, 2013;;
A19HA89L528MI2;972683275;Scott;[0, 0];This is a very sturdy and high quality wall mount. The metal is indicative of much higher-priced models than the low price of this item. Once you have it mounted, it works great with a full range of motion and the tv feels very secure.The only problem I have is the installation process itself. You have to loosen all the nuts required for getting the range of motion, and it seems that the nuts were all tightened at the strongest-man-in-the-world competition. It was VERY difficult to get them to loosen initially.The other installation issue is that the extensions that are included to mount different size TVs did not align properly and the screws provided were the wrong height. The mount comes with a bunch of different screws with varying lengths and thickness, but none of them worked without modification. As a result of those two problems, I had to come up with a jury-rig solution to getting the four expansion pieces attached to our 400x400 TV (Sony Bravia). It's not a bad solution - putting the screw through one of the slats rather than an actual screw hole along with adding a couple washers to create tension with the too-long screws - but I'd rather it be truly universal as the description claims.But even with the installation difficulties, I'd still buy the product again because it's great quality for a low price.;4.0;Works great...once you go through the pain of getting it installed;1361750400;02 25, 2013;;
A19KHPSLJQ1UKY;972683275;G.R.C.;[0, 0];I'm very happy with every aspect of this TV wall mount. I put up an Emerson 32 TV in a corner so it faces out at a 45 degree angle with about a 10 degree down tilt. This bracket allows for a lot of flexibility on angles in all directions, which makes it very versatile. It's solid, well built and easy to install. A no-brainer purchase.;5.0;Great TV Wall Mount;1323475200;12 10, 2011;;
A19NI7EG704QLJ;972683275;Nikki;[0, 0];Easy install and great design. The product was exactly what I thought it was going to be and just as as the picture shown.;5.0;Great product;1318809600;10 17, 2011;;
A19QVO6ZINIZHS;972683275;jennifer chalker;[0, 0];We liked this item so much we bought another one and then bought one for my step dad. Awesome product!;5.0;Awesome;1358035200;01 13, 2013;;
A19TDRIKW64Z6I;972683275;Sharon M. Glover;[1, 1];The wall mount was east to assemble and works great. It didn't take long to install on the wall I selected.;5.0;Wall Mount;1382313600;10 21, 2013;;
A19X9H8DC3U31K;972683275;"Amazon Customer \dibbles77\""""";[0, 0];This swing arm is awesome!  Very simple to put together!  Love that it's so easy to move to different positions!;5.0;Great price!;1360972800;02 16, 2013;;
A19ZJOA38B6V33;972683275;steveg;[0, 0];"I am pretty pleased with this mount. I have a 27\ monitor fully extended from my wall, and it works perfectly. Just make sure you find the center of the stud.I don't think I would use this on anything above a 32\"" unless you were going to keep it closer to the wall most of the time.I don't think you can find a better mount for this price.Another tip, even if you are using a smaller monitor, just get this one. It is well built. The next step down is just shoddy construction.""";4.0;"VideoSecure 22\ to 37\"" TV Wall Mount""";1332028800;03 18, 2012;;
A19ZTSSP46BUFE;972683275;M. Martinez;[0, 0];This worked out great for mounting a 22 inch. LCD in our guest room.Very easy to mount and works great.Great price also.;5.0;Works great;1289779200;11 15, 2010;;
A1AFORE8L2LGGW;972683275;mandamommyof3;[0, 1];What I received is more of a butterfly looking plate And therefore doesn't fit my tv without covering my inputs.  I am going to have to return it unless my dad can't use at his house.  Really bummed as I measured and thought I covered all my bases.  The item pictured looks like is would fit fine :(;1.0;Not as pictured;1356652800;12 28, 2012;;
A1AH0XJN1VCRQZ;972683275;Lizzie;[13, 14];"We had bought a more expensive one......and returned it because it was so complicated.  This TV wall mount was easy to install.  We have it supporting our 40&#34; Samsung....we are so pleased with it.....highly recommend it!!";5.0;Just what we needed;1355443200;12 14, 2012;;
A1AIZOJSKXYNWD;972683275;Shop Smart;[0, 0];I bought a smaller version and was much happier with the movement.  This one does the job but I sometimes wonder if it will suddenly fall to the ground.  It is solid so I don't think that is fair it just gives me a funny feeling.  Fast Delivery, Good Price and I'm glad I bought it.;4.0;Does the job;1357344000;01 5, 2013;;
A1AT5LYGF3T3BJ;972683275;Cyril 3.;[1, 1];"Works great, very happy with the purchased. Mounted our Vizio 40&#34; TV on the wall and has full motion. Easy to adjust and install.";4.0;Works great;1393372800;02 26, 2014;;
